Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,TotalSpending,TotalAcceptedCmp,CampaignSuccessRate,IsParent,CustomerTenure,Churn,CLV,SpendingToIncome,HighValue,PurchaseActivity
Graduation,Divorced,67272.0,0,1,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,59,3,733,0,0.0,1,190,0,3.837696335078534,0.01089590177337119,0,25
Master,Widow,51529.0,0,1,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,76,3,467,0,0.0,1,295,0,1.5777027027027026,0.009062681932854647,0,23
PhD,Married,32011.0,1,0,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,54,3,122,0,0.0,1,311,1,0.391025641025641,0.003811070848431838,0,14
2n Cycle,Married,7500.0,1,0,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,39,3,36,0,0.0,1,507,1,0.07086614173228346,0.004799360085321957,0,13
Graduation,Married,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,3,34,0,0.0,1,360,1,0.09418282548476455,0.0011849993029415865,0,12
PhD,Married,56223.0,0,1,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,77,3,156,0,0.0,1,191,1,0.8125,0.0027746158224245874,0,12
Graduation,Married,18100.0,0,0,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,79,2,14,0,0.0,0,327,0,0.042682926829268296,0.0007734379316059886,0,8
Graduation,Single,30279.0,1,0,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,36,3,37,0,0.0,1,546,0,0.06764168190127971,0.0012219286657859975,0,12
2n Cycle,Married,20130.0,0,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,2,34,0,0.0,0,104,1,0.3238095238095238,0.0016889374596393621,0,12
Graduation,Divorced,23295.0,0,0,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,66,2,20,0,0.0,0,351,1,0.056818181818181816,0.0008585164835164835,0,11
Master,Divorced,42618.0,1,0,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,53,3,192,0,0.0,1,263,1,0.7272727272727273,0.004505032966517281,0,17
Graduation,Single,81246.0,0,0,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,61,2,1379,2,0.3333333333333333,0,182,1,7.53551912568306,0.01697293438526961,1,17
Graduation,Married,24027.0,1,0,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,49,3,48,0,0.0,1,385,0,0.12435233160621761,0.001997669385716664,0,13
PhD,Married,55707.0,0,1,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,72,3,428,0,0.0,1,189,1,2.2526315789473683,0.007682918072808214,0,17
Graduation,Single,57959.0,0,1,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,70,3,868,0,0.0,1,423,1,2.047169811320755,0.01497584541062802,0,25
Graduation,Married,56796.0,0,1,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,56,3,1001,0,0.0,1,498,0,2.006012024048096,0.017624170290684367,0,31
Master,Single,36230.0,1,0,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,54,3,59,0,0.0,1,255,0,0.23046875,0.0016284397339295079,0,11
2n Cycle,Married,70829.0,1,1,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,45,4,431,0,0.0,1,210,1,2.042654028436019,0.006084992234928702,0,17
Graduation,Married,65991.0,0,1,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,49,3,971,0,0.0,1,660,0,1.4689863842662632,0.014713904715723118,0,31
Graduation,Married,38988.0,1,2,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,53,5,348,0,0.0,1,678,1,0.5125184094256259,0.008925594398420068,0,20
2n Cycle,Single,89572.0,0,0,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,59,2,2059,3,0.5,0,652,1,3.1531393568147013,0.02298683755149431,1,27
Master,Married,42207.0,1,0,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,41,3,265,2,0.3333333333333333,1,454,1,0.5824175824175825,0.006278430629264594,0,16
Graduation,Married,50300.0,0,1,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,73,3,270,0,0.0,1,35,1,7.5,0.005367686527106817,0,13
2n Cycle,Together,66664.0,0,0,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,43,2,1289,0,0.0,0,642,1,2.004665629860031,0.019335483387084677,1,21
Graduation,Married,60597.0,0,1,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,61,3,893,2,0.3333333333333333,1,179,0,4.961111111111111,0.01473645994917324,0,19
Graduation,Widow,70165.0,0,0,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,76,2,926,0,0.0,0,280,1,3.295373665480427,0.013197275033492004,0,22
PhD,Widow,50520.0,0,1,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,67,3,135,0,0.0,1,152,0,0.8823529411764706,0.002672156133093169,0,13
Graduation,Married,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,2,1495,1,0.16666666666666666,0,3,1,373.75,0.018658346333853354,1,19
Graduation,Married,33183.0,1,0,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,50,3,120,0,0.0,1,125,1,0.9523809523809523,0.0036162005785920926,0,14
PhD,Single,66582.0,0,0,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,56,2,1288,0,0.0,0,118,1,10.823529411764707,0.01934427706771999,1,20
PhD,Together,75261.0,0,0,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,70,2,1743,3,0.5,0,432,0,4.02540415704388,0.02315909755254976,1,18
Graduation,Widow,31880.0,1,0,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,55,3,15,0,0.0,1,606,0,0.02471169686985173,0.00047049967065023054,0,11
Graduation,Married,53790.0,0,2,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,74,4,542,0,0.0,1,115,1,4.672413793103448,0.010076035024446468,0,23
PhD,Together,49269.0,1,0,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,54,3,890,0,0.0,1,683,1,1.3011695906432748,0.018063730464785873,0,29
Graduation,Married,61456.0,0,1,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,50,3,1388,0,0.0,1,459,1,3.017391304347826,0.02258489675708219,1,33
Graduation,Married,37406.0,1,0,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,45,3,17,1,0.16666666666666666,1,262,0,0.06463878326996197,0.00045446039511321413,0,11
PhD,Together,56937.0,1,0,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,44,3,906,2,0.3333333333333333,1,694,1,1.3035971223021583,0.015912044680178438,0,29
Graduation,Married,38415.0,1,1,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,47,4,44,0,0.0,1,543,1,0.08088235294117647,0.0011453561016243233,0,11
Graduation,Single,20518.0,1,0,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,37,3,25,0,0.0,1,42,1,0.5813953488372093,0.0012183829621326575,0,9
Graduation,Married,62503.0,0,1,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,69,3,973,0,0.0,1,496,0,1.9577464788732395,0.015567003711762447,0,27
PhD,Single,41644.0,1,1,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,53,4,31,0,0.0,1,51,1,0.5961538461538461,0.0007443870812822667,0,7
Master,Married,55842.0,0,1,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,48,3,518,0,0.0,1,37,0,13.631578947368421,0.009276005945239332,0,21
PhD,Married,62010.0,0,1,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,53,3,530,0,0.0,1,614,1,0.8617886178861789,0.008546870716485785,0,20
Graduation,Married,41124.0,1,0,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,48,3,506,0,0.0,1,606,1,0.8336079077429983,0.012303951367781155,0,22
Master,Married,38961.0,1,0,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,52,3,70,0,0.0,1,181,1,0.38461538461538464,0.0017966223499820337,0,12
Master,Divorced,37760.0,1,0,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,53,3,54,0,0.0,1,322,1,0.16718266253869968,0.0014300468737586398,0,11
Graduation,Single,32233.0,1,0,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,51,3,296,2,0.3333333333333333,1,679,0,0.43529411764705883,0.009182850406403176,0,19
Graduation,Married,43057.0,0,1,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,50,3,266,0,0.0,1,242,0,1.0946502057613168,0.00617771378141112,0,16
Master,Together,83151.0,0,0,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,65,2,747,0,0.0,0,627,1,1.1894904458598725,0.008983548200885125,0,21
PhD,Divorced,78825.0,0,0,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,61,2,895,1,0.16666666666666666,0,653,0,1.3685015290519877,0.011354121736482887,0,31
Master,Together,65104.0,0,1,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,49,3,1053,0,0.0,1,227,0,4.618421052631579,0.016173872974425928,1,22
Graduation,Married,60093.0,0,1,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,51,3,735,0,0.0,1,368,1,1.991869918699187,0.01223083835324658,0,25
Graduation,Married,14045.0,1,0,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,56,3,20,0,0.0,1,154,0,0.12903225806451613,0.0014238929232521715,0,11
2n Cycle,Widow,28457.0,0,0,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,73,2,205,0,0.0,0,609,1,0.3360655737704918,0.007203598285192213,0,17
PhD,Together,78952.0,0,1,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,67,3,2092,0,0.0,1,643,0,3.248447204968944,0.02649677656327182,1,25
Graduation,Divorced,46310.0,1,0,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,49,3,309,0,0.0,1,573,1,0.5383275261324042,0.006672280883591371,0,20
Graduation,Together,76005.0,0,0,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,70,2,1722,1,0.16666666666666666,0,492,1,3.4929006085192698,0.022656106096887087,1,27
Master,Single,58308.0,0,1,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,61,3,900,0,0.0,1,533,1,1.6853932584269662,0.01543501003275652,0,19
PhD,Divorced,55614.0,0,0,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,81,2,682,1,0.16666666666666666,0,214,1,3.172093023255814,0.012262878719769846,0,26
Master,Divorced,59432.0,0,1,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,63,3,663,0,0.0,1,442,1,1.4966139954853273,0.011155418706779063,0,24
Graduation,Divorced,55563.0,0,1,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,47,3,43,0,0.0,1,85,0,0.5,0.0007738823698797783,0,8
PhD,Together,78642.0,0,1,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,54,3,1816,0,0.0,1,434,1,4.174712643678161,0.023091692839795022,1,23
PhD,Together,67911.0,0,1,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,76,3,976,0,0.0,1,38,1,25.025641025641026,0.014371539639533514,0,27
Graduation,Married,65275.0,0,0,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,81,2,746,0,0.0,0,452,0,1.6467991169977925,0.01142839634781543,0,22
Graduation,Together,27203.0,1,1,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,75,4,64,0,0.0,1,692,1,0.09235209235209235,0.0023525952065872667,0,12
Master,Together,48330.0,0,1,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,64,3,32,0,0.0,1,226,0,0.14096916299559473,0.000662100929010366,0,9
Basic,Married,24279.0,0,0,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,35,2,263,0,0.0,0,547,0,0.47992700729927007,0.010831960461285008,0,16
PhD,Married,64355.0,1,0,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,40,3,1445,0,0.0,1,674,1,2.140740740740741,0.022453228914164958,1,27
Master,Together,50943.0,0,1,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,69,3,46,0,0.0,1,373,1,0.12299465240641712,0.0009029522613065327,0,9
Graduation,Widow,53653.0,0,0,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,72,2,1210,0,0.0,0,599,0,2.0166666666666666,0.022551906661199536,1,32
Graduation,Married,65665.0,0,1,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,49,3,945,0,0.0,1,209,1,4.5,0.014391009045777114,0,26
Graduation,Single,81217.0,0,0,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,36,2,1157,0,0.0,0,345,1,3.3439306358381504,0.014245610578935704,1,22
Graduation,Married,34935.0,0,0,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,33,2,137,0,0.0,0,373,1,0.3663101604278075,0.003921456377375773,0,14
Graduation,Divorced,61250.0,0,1,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,66,3,730,0,0.0,1,560,1,1.3012477718360071,0.011918172764526294,0,24
PhD,Together,39665.0,1,0,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,44,3,216,1,0.16666666666666666,1,400,1,0.5386533665835411,0.00544546967175919,0,16
Graduation,Single,60152.0,0,1,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,46,3,943,0,0.0,1,458,0,2.054466230936819,0.015676691104350573,0,25
Graduation,Married,48920.0,0,2,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,61,4,347,1,0.16666666666666666,1,252,1,1.3715415019762847,0.007093068416426484,0,20
Master,Together,89120.0,0,0,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,66,2,1924,1,0.16666666666666666,0,104,1,18.323809523809523,0.021588626698533453,1,19
PhD,Together,44124.0,0,1,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,79,3,397,0,0.0,1,414,1,0.9566265060240964,0.008997167138810198,0,21
Master,Single,81169.0,0,0,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,50,2,2089,0,0.0,0,441,1,4.726244343891403,0.02573610940002464,1,23
Graduation,Married,36443.0,1,1,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,64,4,138,0,0.0,1,511,0,0.26953125,0.0037866315442871253,0,15
Graduation,Single,26095.0,1,0,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,35,3,42,0,0.0,1,364,1,0.11506849315068493,0.001609442060085837,0,11
Graduation,Together,71367.0,0,0,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,66,2,777,0,0.0,0,310,0,2.4983922829581995,0.010887232373052348,0,18
Master,Married,80184.0,0,0,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,81,2,1902,2,0.3333333333333333,0,120,0,15.71900826446281,0.02372014715969321,1,22
Graduation,Divorced,30630.0,1,1,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,60,4,52,0,0.0,1,153,1,0.33766233766233766,0.0016976265874440925,0,12
Master,Single,73454.0,0,0,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,38,2,1651,1,0.16666666666666666,0,120,1,13.644628099173554,0.02247634606221496,1,17
Graduation,Married,42691.0,0,0,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,34,2,358,0,0.0,0,317,1,1.1257861635220126,0.008385646022674038,0,17
Graduation,Married,70503.0,0,0,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,72,2,1727,2,0.3333333333333333,0,637,1,2.706896551724138,0.02449506410983774,1,21
Graduation,Married,25545.0,1,0,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,38,3,210,1,0.16666666666666666,1,659,0,0.3181818181818182,0.008220465043451029,0,13
Graduation,Married,32880.0,1,0,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,39,3,42,0,0.0,1,572,1,0.07329842931937172,0.0012773334144338675,0,12
PhD,Together,77863.0,0,0,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,67,2,1291,0,0.0,0,214,0,6.004651162790697,0.016580191102435016,1,21
Master,Married,50353.0,0,0,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,48,2,442,0,0.0,0,21,1,20.09090909090909,0.008777852802160702,0,17
Graduation,Single,61839.0,0,0,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,61,2,1895,0,0.0,0,686,0,2.7583697234352256,0.03064359637774903,1,24
PhD,Married,49154.0,1,1,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,65,4,411,0,0.0,1,238,1,1.7196652719665273,0.008361306072627403,0,19
2n Cycle,Widow,47682.0,0,1,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,50,3,521,0,0.0,1,499,1,1.042,0.010926325944256863,0,20
Graduation,Single,72679.0,0,1,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,56,3,1168,0,0.0,1,284,1,4.098245614035088,0.016070445789763348,1,17
Master,Together,57954.0,1,1,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,48,4,493,1,0.16666666666666666,1,11,1,41.083333333333336,0.0085065999482357,0,23
Graduation,Married,65316.0,1,1,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,63,4,260,0,0.0,1,431,1,0.6018518518518519,0.003980586983480564,0,14
Graduation,Single,28567.0,1,0,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,43,3,46,0,0.0,1,377,1,0.12169312169312169,0.0016101932231867824,0,11
Master,Together,47352.0,0,1,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,3,319,0,0.0,1,444,1,0.7168539325842697,0.006736637594239013,0,19
Graduation,Together,44931.0,0,1,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,58,3,96,0,0.0,1,162,0,0.588957055214724,0.002136561915783851,0,11
Graduation,Divorced,76982.0,0,0,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,58,2,1062,2,0.3333333333333333,0,134,0,7.866666666666666,0.013795253497525427,1,19
2n Cycle,Together,57247.0,0,1,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,73,3,232,0,0.0,1,325,1,0.7116564417177914,0.004052543320290665,0,12
Master,Single,22944.0,1,0,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,44,3,76,0,0.0,1,188,1,0.4021164021164021,0.0033122684680758335,0,13
2n Cycle,Together,25315.0,1,0,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,48,3,54,0,0.0,1,234,1,0.2297872340425532,0.0021330383946911043,0,14
Graduation,Widow,43638.0,0,1,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,56,3,201,0,0.0,1,692,0,0.29004329004329005,0.004605971722541763,0,16
PhD,Single,42710.0,1,0,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,41,3,406,0,0.0,1,578,0,0.7012089810017271,0.00950574793378755,0,18
PhD,Married,84169.0,0,0,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,2,1919,3,0.5,0,326,0,5.868501529051988,0.022799097065462754,1,22
Graduation,Together,54058.0,0,1,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,49,3,662,0,0.0,1,390,1,1.6930946291560103,0.012245879502025565,0,21
2n Cycle,Married,24683.0,1,0,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,35,3,41,0,0.0,1,113,1,0.35964912280701755,0.0016609949765029979,0,11
Graduation,Widow,85620.0,0,0,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,61,2,1600,1,0.16666666666666666,0,173,1,9.195402298850574,0.01868700435640789,1,14
Graduation,Married,47850.0,1,0,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,45,3,134,0,0.0,1,208,1,0.6411483253588517,0.0028003594491233202,0,13
Graduation,Married,19514.0,1,1,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,57,4,69,2,0.3333333333333333,1,154,1,0.44516129032258067,0.003535741737125288,0,14
Master,Married,27159.0,1,1,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,4,21,0,0.0,1,92,0,0.22580645161290322,0.0007731958762886598,0,10
2n Cycle,Single,39548.0,1,1,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,62,4,54,0,0.0,1,90,1,0.5934065934065934,0.0013653948266707124,0,8
Graduation,Single,21474.0,1,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,36,3,91,2,0.3333333333333333,1,82,0,1.0963855421686748,0.004237485448195576,0,13
PhD,Single,60504.0,0,1,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,54,3,526,0,0.0,1,142,1,3.6783216783216783,0.008693496405255763,0,22
Graduation,Married,22419.0,0,0,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,2,162,0,0.0,0,437,1,0.3698630136986301,0.007225691347011597,0,15
Master,Married,81698.0,0,0,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,76,2,1008,1,0.16666666666666666,0,235,0,4.271186440677966,0.012337972313002607,0,25
Graduation,Together,43462.0,1,1,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,73,4,240,0,0.0,1,655,1,0.36585365853658536,0.005521938200308308,0,18
PhD,Single,54880.0,1,0,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,47,3,795,0,0.0,1,485,1,1.6358024691358024,0.014485887647819828,0,24
Graduation,Married,79908.0,0,0,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,43,2,1772,1,0.16666666666666666,0,450,0,3.929046563192905,0.02217522431766134,1,20
2n Cycle,Married,15315.0,0,0,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,2,64,0,0.0,0,330,0,0.1933534743202417,0.004178636719770175,0,11
Graduation,Together,87771.0,0,1,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,3,1957,5,0.8333333333333334,1,403,1,4.844059405940594,0.022296404320284374,1,25
Graduation,Married,33039.0,1,0,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,47,3,78,0,0.0,1,293,0,0.2653061224489796,0.002360774818401937,0,11
Graduation,Single,81741.0,0,0,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,45,2,1572,0,0.0,0,378,1,4.147757255936676,0.01923123975434905,1,21
Master,Together,71499.0,0,1,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,54,3,795,0,0.0,1,369,0,2.1486486486486487,0.011118881118881119,0,28
2n Cycle,Married,62466.0,0,1,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,3,889,0,0.0,1,165,0,5.355421686746988,0.014231514239518466,0,25
PhD,Divorced,48799.0,0,1,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,62,3,331,0,0.0,1,236,0,1.3966244725738397,0.006782786885245902,0,15
PhD,Together,52157.0,0,1,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,75,3,265,0,0.0,1,22,1,11.521739130434783,0.005080716285133633,0,14
Graduation,Single,66565.0,0,1,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,63,3,1065,0,0.0,1,571,1,1.8618881118881119,0.015999158729681818,1,23
Master,Together,29298.0,1,1,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,74,4,11,0,0.0,1,295,1,0.037162162162162164,0.00037543943479299635,0,8
Graduation,Single,47691.0,0,1,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,46,3,21,0,0.0,1,359,1,0.058333333333333334,0.000440325421454332,0,9
Graduation,Together,38200.0,1,1,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,4,17,0,0.0,1,569,0,0.02982456140350877,0.00044501452841548653,0,10
Graduation,Married,44989.0,0,1,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,3,369,0,0.0,1,655,0,0.5625,0.0082018226272505,0,17
PhD,Married,38443.0,1,1,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,57,4,38,0,0.0,1,153,1,0.24675324675324675,0.0009884507335344917,0,11
2n Cycle,Single,38593.0,1,0,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,47,3,177,0,0.0,1,289,1,0.6103448275862069,0.004586205109602529,0,16
PhD,Together,64413.0,0,1,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,55,3,279,0,0.0,1,332,0,0.8378378378378378,0.0043313565373987025,0,16
Master,Married,36959.0,1,0,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,44,3,62,0,0.0,1,270,1,0.22878228782287824,0.0016774891774891775,0,13
PhD,Married,61996.0,0,1,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,48,3,1230,4,0.6666666666666666,1,514,0,2.3883495145631066,0.01983966966143523,1,23
Graduation,Married,51287.0,1,1,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,57,4,182,0,0.0,1,89,0,2.022222222222222,0.003548588363749805,0,15
Graduation,Married,13260.0,1,1,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,55,4,49,0,0.0,1,310,1,0.15755627009646303,0.003695045622502074,0,14
PhD,Together,47472.0,1,1,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,59,4,75,0,0.0,1,286,0,0.2613240418118467,0.0015798453857982433,0,11
Master,Together,54603.0,1,1,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,69,4,227,0,0.0,1,355,1,0.6376404494382022,0.0041572046003955756,0,17
PhD,Married,45207.0,1,1,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,51,4,215,1,0.16666666666666666,1,596,1,0.3601340033500838,0.004755795434436383,0,16
Graduation,Together,40689.0,0,1,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,74,3,444,0,0.0,1,468,1,0.9466950959488273,0.010911771934136151,0,21
